Q,A,label,
"오늘 태풍 때문에 주문해서 먹을까 하는데, 아직 메뉴는 안 정했어.","그럼, 햄버거 배달은 어떠세요?",2064,
좋지. 오랜만에 햄버거나 먹어야겠다.,지금 미리 주문하셔야 점심시간에 배달이 올거에요.,2064,
날씨가?,금요일 퇴근전 현재 맑고 따뜻하지만 건조하고 공기질이 안 좋습니다.,2065,
아. 그런가? 알았다.,네. 감사합니다.,2065,
그렇고만.,오늘 하루도 고생 많이 하셨습니다.,2066,
알면 됐다.,네. 감사합니다.,2066,
걱정하지 마. 나도 이런 데 오래 있기 싫어.,무슨 고민이 있으신 거 같은데 힘내시기를 바랄게요.,2067,
응.,오랜만에 뵙습니다.,2068,
그래.,오늘 하루 힘 내시길 바랍니다.,2068,
"고리타분한 이야기는 됐고, 날씨나 말해.",목요일 퇴근전 현재 흐리고 고온다습하지만 미세먼지는 좋습니다.,2069,
알았다. 수고해라.,네. 안녕히 가세요.,2069,
개피곤하다.,잠시 휴식을 취하는 것도 좋은 방법이에요.,2070,
어떻게 휴식을 취하면 좋겠냐?,사람마다 다르지만 처음 운동할 때에는 스트레칭부터 시작해보세요.,2070,
됐고 밖에나 나갈란다.,네 다녀오세요.,2070,
날씨를 알려줘야 할 거 아냐?,월요일 오후 현재 바람이 불고 쌀쌀하며 습하지만 공기질은 깨끗합니다.,2070,
에휴. 알았다.,피로가 풀리실 거예요. 오늘 하루도 힘내세요.,2070,
알았다.,오늘도 행복한 하루 보내세요.,2072,
밖에 날씨는 어떤데?,금요일 오후 현재 맑고 선선하며 습하지만 공기질은 좋습니다.,2073,
좋았어.,잘 됐네요.,2073,
개졸려.,잠 깨는데는 산책만큼 좋은건 없어요.,2074,
날씨를 얘기해줘야지.,금요일 오후 현재 맑고 선선하며 습하고 미세먼지는 좋습니다.,2074,
알았다.,오늘 하루 힘 내세요.,2074,
날씨.,목요일 오전 현재 흐리고 고온건조하며 미세먼지는 보통입니다.,2075,
개졸리다.,박한희 연구원님. 좀 휴식을 취하시는 건 어떠세요?,2076,
뭘로 휴식을 취하는데?,산책을 나가보면 어떨까요?,2076,
그럼 날씨를 얘기해줘야 할 거 아니냐?,목요일 오전 현재 흐리고 덥고 건조하며 미세먼지 농도는 보통입니다.,2076,
이런데 나가라고 했냐?,아주 나쁘지는 않다고 생각합니다만.,2076,
됐어. 니 말대로 잠시 나갔다 오마.,감사합니다. 잘 다녀오세요.,2076,
지금 날씨는?,목요일 오전 현재 흐리고 고온건조하며 공기질은 보통입니다.,2077,
날씨.,금요일 오전 현재 맑고 고온다습하며 공기질은 좋습니다.,2078,
좋은 거야 나쁜 거야?,나쁘진 않은 거 같네요.,2078,
알았다.,네. 감사합니다.,2078,
출근했다.,김철수 책임님. 안녕하세요.,2079,
오냐.,오늘 하루도 같이 힘 내서 잘 해봐요.,2079,
현재 날씨.,수요일 오후 현재 태풍이 불고 선선하며 쾌적하고 공기질은 보통입니다.,2080,
날씨.,수요일 오후 현재 안개가 끼고 쌀쌀하며 쾌적하고 미세먼지 농도는 낮습니다.,2081,
알았어.,네. 감사합니다.,2081,
그래. 오랜만이다.,그 기운 이어받아서 오늘 하루도 파이팅하세요.,2082,
날씨 어떻게 돼?,수요일 오전 현재 바람이 불고 저온건조하며 미세먼지는 보통입니다.,2083,
그래. 알았어.,네. 감사합니다.,2083,
그래. 오랜만이다.,오늘 하루 저희 열심히 힘 내봐요.,2084,
안녕하세요.,오늘 기온이 영하로 떨어졌던데요. 출근길은 어떠셨어요?,2085,
마스크를 썼는데도 아무 소용 없게 느껴지더라고요.,그 정도로 심하군요. 이런 날에 멀리서 저희 센터까지 오시느라 고생하셨습니다.,2086,
별말씀을요. 당연히 와야하는 일인데요 뭐. 회의는 바로 시작이죠?,네.곧 회의 시작을 알려드리겠습니다.,2086,
안녕.,오늘 미세먼지 농도가 꽤 높던데요.출근길은 괜찮으셨어요?,2087,
밖에서 오래 걸은 건 아니어서 그렇게 불편한 건 몰랐어.,다행이네요. 오늘 같은 날 외출하실 때는 꼭 마스크 챙기세요.,2087,
그래.,네. 회의 곧 시작하니까 잠시만 기다려주세요.,2087,
안녕하세요.,오랜만에 인사드립니다.,2088,
네. 오랜만이에요.,오늘 바람도 불고 쌀쌀한 날씨라고 하던데요. 출근 잘 하셨나요?,2088,
옷을 너무 얇게 입었나봐요. 춥더라고요.,이런 날 건강에 더 유의하셔야 해요.,2088,
응. 좀 흐리기는 해도 걷기 좋은 날이네. 미세먼지도 없고.,네. 회의 마치시고 산책이라도 다녀오시면 좋겠네요.,2089,
그래. 우리 회의는 좀 기다려야 하나?,아니오. 곧 시작할 수 있습니다.,2089,
네. 안녕하세요.,오늘 안개도 끼고 미세먼지까지 심하다던데요. 외부에서 오실 때 괜찮으셨어요?,2090,
"많이 걷지는 않아서 괜찮았는데, 오늘 진짜 상태가 심각하네요.",네. 이런 날 저희 센터까지 오시느라 고생 많으셨습니다.,2090,
별말씀을요.,곧 회의 시작을 알려드리겠습니다.,2090,
안녕하세요.,오랜만에 인사드립니다.,2091,
네. 이번 출장이 좀 길었어요.,그러셨군요. 오늘 참석하실 회의는 곧 시작됩니다.,2091,
"네, 맞아요. 안녕하세요.",미세먼지 수치가 나쁨 수준이던데요. 오시기에 괜찮으셨나요?,2092,
별말씀을요. 당연히 와야하는 일인데요.,오늘 같은 날 더욱 건강에 유의해주세요. 회의가 곧 시작됩니다.,2092,
안녕.,오랜만에 인사드리는 것 같은데요?,2093,
회의는 좀 기다려야해?,정시에 시작될 예정입니다.,2093,
알겠어.,잠시만 기다려주시면 회의 시작을 다시 알려드리겠습니다.,2093,
안녕하세요.,태풍예보가 있습니다. 출근하실 때 어떠셨어요?,2094,
비바람이 엄청 거세더라고요.,그렇게 심하군요. 잘 도착하셔서 다행입니다. 회의는 바로 시작합니다.,2094,
네. 안녕하세요.,바깥 기온이 높죠?,2095,
안녕하세요.,폭염주의보가 내려졌어요. 출근하실 때 어떠셨어요?,2096,
너무 더워서 출근하고 나니까 기운이 다 빠지더라고요.,고생하셨어요. 이런 날일 수록 건강관리 잘하세요.,2096,
네. 안녕하세요.,오늘 날도 덥고 미세먼지가 심한데 먼걸음 하시느라 고생하셨어요.,2097,
"네, 맞습니다.",비오는 궂은 날씨에도 불구하고 늦지 않게 도착해주셔서 감사합니다.,2098,
좀 서둘러 출발한 보람이 있네요.,네. 회의는 정시에 시작될거에요.,2098,
네. 굉장히 심하네요.,강풍주의보가 내려진 가운데 멀리서 저희 센터까지 오시느라 고생하셨습니다. 곧 회의 시작을 알려드릴 예정이니 잠시만 기다려주세요.,2099,
안녕하세요.,밖에 비가 많이 오고 있죠?,2100,
네. 그렇더라고요.,이제부터는 방한에 더 신경써야 하는 계절이 되었습니다.,2101,
그러게요. 옷을 좀더 따뜻하게 챙겨입기 시작해야겠어요.,네. 이런 날일 수록 더 건강에 유의하시고요. 이제 회의가 시작됩니다.,2101,
안녕하세요.,"밖에 비가 많이 오죠? 기온도 상당히 높던데, 출근길은 어떠셨어요?",2102,
회의는 바로 해요?,정시가 되면 시작할 겁니다. 잠시 기다려주세요.,2102,
네. 오랜만입니다.,폭설주의보가 내려졌던데요. 이런 날 늦지 않게 도착해주셔서 감사합니다.,2103,
별말씀을요. 당연히 늦어서는 안되지요.,참석하실 회의는 정시에 시작합니다. 잠시만 대기해주세요.,2103,
안녕하세요.,바깥 기온이 영하입니다. 이렇게 추운날 저희 센터까지 방문해주시느라 수고 많으셨습니다.,2104,
별말씀을요.,잠시 기다려주시면 곧 오늘 회의 시작을 알려 드리겠습니다.,2104,
그럭저럭 괜찮아요.,괜찮으시다면 다행입니다. 표정이 좀 어두워 보이셔서 여쭤봤어요.,2106,
네. 걱정해줘서 고마워요.,별말씀을요. 회의가 곧 시작됩니다.,2106,
안녕.,오늘은 기분이 좋아보이시네요.,2107,
그래? 듣기 좋은 말이다.,오늘 회의도 잘 진행되길 바랍니다. 곧 회의 시작을 알려드릴게요.,2107,
네. 오랜만입니다.,안개주의보가 내려졌던데 여기 오실 때 괜찮으셨나요?,2108,
가시거리가 좀 짧긴한데 큰 문제 없이 잘 도착했습니다.,다행입니다. 무엇보다 늦지 않게 와주셔서 감사합니다.,2108,
별말씀을요.,회의가 곧 시작될 예정이니 잠시만 기다려주세요.,2108,
안녕하세요.,오늘 너무 춥지 않나요?,2109,
출근할 때 정말 춥더라고요.,이런 날에 방한에 특별히 신경쓰세요.,2109,
그래야죠. 회의는 언제 시작해요?,정시에 시작됩니다. 잠시 기다려주세요.,2109,
안녕하세요.,저희 센터까지 오실 때 불편함은 없으셨나요?,2110,
"네, 전혀요. 오늘 날도 따뜻해서 외부활동하기 좋아요.",다행이네요. 참석하실 회의는 정시에 시작됩니다. 잠시 기다려주세요.,2110,
안녕하세요.,오랜만에 뵙습니다.,2111,
그렇죠? 이번에 출장이 좀 길었어요.,그러셨군요. 회의가 지금 바로 시작됩니다.,2111,
네. 오랜만입니다.,오늘 날도 덥고 미세먼지 수치까지 높습니다. 센터까지 오시기 어떠셨나요?,2112,
오늘 정말 덥긴하네요. 미세먼지 때문에 마스크까지 써야해서 더 그래요.,고생하셨습니다. 잠시 기다려주시면 곧 회의 시작을 알려드리겠습니다.,2112,
안녕하세요.,오랜만에 인사드려요.,2113,
네. 반갑습니다.,출근길이 많이 쌀쌀하지 않았나요?,2113,
네. 그럴게요. 회의는 바로 시작하나요?,정시에 시작됩니다.,2113,
안녕.,바깥 기온이 좀 쌀쌀하죠? 출근 잘하셨나요?,2114,
많이 춥더라.갑자기 쌀쌀해진 것 같아.,네. 이럴 때 더 건강관리 잘하셔야 합니다.,2114,
오케이. 회의는?,정시에 시작합니다. 잠시만 기다려주세요.,2114,
네.맞습니다.,환영합니다.,2115,
고마워요.,태풍주의보가 내려졌는데 저희 센터까지 오실 때 괜찮으셨어요?,2115,
"걱정했는데, 생각보다는 큰 문제 없었어요.",다행입니다. 무엇보다 늦지 않게 와주셔서 감사합니다.,2115,
안녕하세요.,오늘 컨디션 어떠세요? 표정이 좀 어두워보이셔서 여쭤봅니다.,2116,
좀 더 지켜보고 먹으려고요. 곧 괜찮아지겠죠 뭐.,네. 오늘 날도 쌀쌀하니 건강에 더 유의하세요.,2116,
네. 회의는 바로 시작하죠?,정시에 시작할 예정입니다. 조금만 기다려주세요.,2116,
안녕하세요.,오늘처럼 바람도 많이 불고 쌀쌀한 날에 외부에서 오시느라 고생 많으셨습니다.,2117,
별말씀을요. 당연히 와야하는 일인데요.,잠시만 기다려주시면 곧 회의 시작을 알려드리겠습니다.,2117,
안녕하세요.,오늘 외부에서 오시기 괜찮으셨나요?,2118,
네. 날도 맑고 따뜻해서 이런날 사무실에 있기 보다는 이렇게 외근나오는 거 좋아해요.,다행이네요. 참석하실 회의는 정시에 시작될 예정입니다.,2118,
안녕하세요.,오늘 마스크 챙기셨나요? 미세먼지 수치가 매우 나쁨 수준이에요.,2119,
네. 출근할 때도 챙겨쓰긴 했는데 워낙 심해서 별로 소용도 없더라고요.,오늘 같은 날 특히 건강관리에 유의하세요.,2119,
안녕하세요.,오늘 미세먼지 농도가 정말 높아요.,2120,
네. 마스크 썼는데도 목이 아프더라고요.,이런 날 멀리서 저희 센터까지 오시느라 수고 많으셨습니다.,2120,
별말씀을요. 회의는 곧 시작이죠?,"네, 정시에 시작합니다.",2120,
네. 걷기 좋은 날이에요.,회의 잘 마치시고 짧게 산책이라도 하시면 좋겠네요.,2121,
안녕하세요.,오늘 미세먼지 수치가 매우 나쁨 수준입니다. 출근길은 어떠셨나요?,2122,
오늘 워낙 심해서 지금도 목이 아프네요.,고생하셨습니다. 잠시 기다려주시면 곧 회의 시작을 알려드리겠습니다.,2122,
네.안녕하세요.,태풍예보가 있습니다. 오실 때는 어떠셨나요?,2123,
네. 안녕하세요.,늦지 않게 와주셔서 감사합니다. 회의가 곧 시작됩니다.,2124,
안녕하세요.,"오늘 태풍예보가 있는데요, 외부에서 센터까지 오실 때는 어떠셨어요?",2125,
비바람이 정말 거세더라고요.,이런 날씨에 먼걸음 하시느라 고생하셨습니다.,2125,
약간 두통이 있지만 나쁘지 않아.,빨리 나아지시길 바랍니다. 이제 곧 회의가 시작됩니다.,2126,
"네, 오랜만이네요.",오늘 기온도 높고 미세먼지 수치도 높네요. 이런 날 저희 센터까지 오시느라 고생하셨어요.,2127,
와야하는 일이니까요.,네. 미팅이 곧 시작됩니다. 준비해주세요.,2127,
별말씀을요.,잠시 기다려주시면 회의가 곧 시작될겁니다.,2128,
안녕하세요. 제가 자주 오죠?,네. 자주 뵈니 더 반가운데요?,2129,
그래요. 반겨줘서 고마워요.,회의 곧 시작합니다. 준비해 주세요.,2129,
안녕하세요.,회의는 정시에 시작될 예정이니 잠시만 기다려 주십시오.,2130,
그러네.안녕.,표정이 밝으셔서 보기 좋아요. 무슨 좋은 일 있으세요?,2131,
네. 안녕하세요.,궂은 날씨에 교통상황도 좋지 않았을 텐데 제 시간에 도착해주셔서 감사합니다.,2132,
조금 서두른 보람이 있네요.,네. 참석하실 미팅은 정시에 시작됩니다. 잠시만 기다려주세요.,2132,
네. 안녕하세요.,밖에 비가 많이 오고 있죠?,2133,
네. 거의 퍼붓는 수준이에요.,이런 궂은 날씨에도 늦지 않게 도착해주셔서 감사합니다.,2133,
별말씀을요. 시간 약속은 지켜야죠.,네. 회의는 정시에 시작될 거에요.,2133,
알겠습니다.,곧 다시 안내해드리겠습니다.,2133,
안녕하세요.,지금 밖에 비가 많이 오죠?,2134,
안녕하세요.,꽤 추운 날씨죠?,2135,
별말씀을요. 당연히 와야하는 일이죠.,참석하실 회의가 곧 시작됩니다.,2135,
안녕하세요.,오늘 컨디션 괜찮으세요?,2136,
네. 곧 나아질거에요.,네. 빨리 회복하시길 바랍니다. 회의는 정시에 시작됩니다.,2136,
별말씀을요. 미팅은 바로 시작이죠?,정시에 시작될 예정이니 잠시만 기다려 주세요.,2137,
안녕하세요.,바깥 기온이 영하던데요. 이런 날 먼걸음 하셨습니다.,2139,
네. 오늘 많이 춥긴하네요.,고생하셨어요. 잠시만 기다리시면 곧 회의 시작을 알려드리겠습니다.,2139,
네. 안녕하세요.,오늘 꽤 쌀쌀한데 저희 센터까지 오실 때 괜찮으셨어요?,2140,
옷을 단단히 챙겨입어서 그런지 괜찮았어요.,다행입니다. 회의는 이제 곧 시작할 겁니다.,2140,
안녕하세요.,오늘 날도 덥고 미세먼지 수치까지 높더라고요.오시느라 고생하셨어요.,2141,
네. 오늘 같은 날은 외근 나오기가 좀 힘들긴해요.,맞아요. 잠시 더위 식히고 계시면 곧 회의 시작을 알려드릴게요.,2141,
안녕.,오늘 미세먼지 수치가 매우나쁨 수준이던데요. 출근하실 때 괜찮으셨어요?,2142,
아니. 아직도 목이 따끔거려.,따뜻한 물 좀 많이 챙겨드세요. 마스크도 꼭 챙기시고요.,2142,
그래. 고마워.,별말씀을요. 미팅이 곧 시작됩니다. 잠시만 기다려주세요.,2142,
안녕하세요.,오늘 꽤 쌀쌀하죠?,2143,
네. 많이 쌀쌀한 편이에요.,날도 추운데 먼걸음 하시느라 고생하셨습니다.,2143,
음. 나쁘지 않아요.,그러시다면 다행이고요. 들어오실 때 표정이 좀 어두우신 것 같아 여쭤봤어요.,2144,
네. 고마워요.,회의 바로 시작됩니다. 준비해주세요.,2144,
안녕하세요.,오늘 특별히 좋은 일 있으세요? 표정이 밝으셔서 여쭤봅니다.,2145,
