Q,A,label
"어디 산다더라, 뭘 입는다더라, 뭘 먹었다더라, 무슨 머리를 했다더라, 그런 거요.","헉, 그래서요? 뒷 이야기가 궁금해요!",256
마침 되게 잘 봐주는 곳이 옆 동네에 있었어.,"와, 정말요? 그래서 그 후에는 어떻게 됐나요?",256
그것 때문에 사달이 난 거예요.,"헉, 그 다음은 어떻게 됐나요?",256
저와 무관한 일인데도 말이에요.,말도안돼. 그 다음은 어떻게 됐나요?,256
실제로 그 아이디어가 채택이 됐어요.,아 정말요? 대박이에요! 그 다음은요?,256
사실 이번이 처음은 아니에요.,그럼 전에도 비슷한 일이 있으셨나요?,256
그런 건 처음 겪어봤어.,어떤 기분이셨나요?,256
그래도 사는데 지장은 없었어요.,다행이네요 그리고요?,256
시내를 나가려면 버스 타고도 30분은 가야 하는 곳이었어.,아이고 머네요 ㅠㅠ 그럼 어떻게 가야하죠?,256
"카메라도 사야 하고, 스튜디오 같은 것도 있어야 하고…",너무 힘들겠네요. 주위에 도움을 요청해보셨나요?,256
그냥 들판에 있었는데 뭐가 자꾸 날아다니는 거야.,정말요? 그럼 그게 뭐였던가요?,256
좀 그런 술집이어서…,아.. 혹시 이상한 사람들있으면 바로 나와요!,256
그러자니 굳이 서울로 다시 갈 필요가 없을 것 같았어요.,그러면 어디로 갈 생각이었나요?,256
왜 나는 나를 컨트롤하지 못할까.,자신을 통제할 수 있는사람은 그리 많지 않아요 통제해나가는게 삶이죠,256
처음부터 그랬던 것 아니야.,처음에는 어땠나요?,256
겉은 건강해 보이는데 말이야.,설마 속은..,256
너무 이상한 날이었는데.,어떻게 이상했죠?,256
그 뒤론 그 병원에선 나를 치료 안 해주더라.,어떤 병원이에요! 제가 찾아가서 따져야겠어요,256
나는 보여.,어떤게 보이죠?,256
내 나이는 34살이야.,꿈을 충분히 펼치기 좋은 나이네요!,256
너는 잘 모르겠지만 실제로 그래.,아하.. 생각해보니 그런거 같네요.,256
내가 그냥 호기심에 친구 따라 술집을 갔는데 그걸 들켜서…,아이고.. 하지만 호기심으로 충분히 갈수있다고 생각해요,256
근데 그걸 유명 연예인이 가져간 거예요.,으.. 화나요! 유명하면 다인가,256
딱히 뭘 등록하기도 전이었으니까 그냥… 뺏긴 거죠.,헐… 마음이 안좋으시겠어요.,256
나도 내가 언제부터 이렇게 됐는지 잘 기억이 안 나.,하지만 분명히 다 제자리로 돌아올거에요!,256
근데 지난 번에 점을 봤는데 물을 가까이 하지 말라는 거예요.,물이요? 왜 그렇죠?,256
글쎄 그걸 가져가서 살풀이 굿을 해야 한대요. 제가 원흉이라고.,원흉이라고요? 그게 무슨 소리지..,256
빌면 받아줄 줄 알았는데 칼같이 안 받아주더라.,아이고 좀 받아주지.. 그럼 어떻게 하셨죠?,256
내가 진짜 바보가 됐나...,아니에요!! 좀만 더 자세히 설명해주세요,256
아이가 갇혀 있었는데 그 아이 구해서 내보내자마자 건물이 무너진 거예요.,와!! 진짜 정말 다행이네요. ,256
생각 정리도 좀 하고 스펙도 쌓을 생각이었지.,스펙쌓는건 정말 중요하죠 어떤 스펙을 쌓으시려고 하시나요?,256
이거 원래는 일 년 반을 계획하고 있었어.,일년 반이면 충분하지 않나요? 혹시 다른 상황이 생겼나요?,256
애초에 미리 준비해놨으면 그러지도 않았겠지만…,아쉬울거 같아요. 하지만 우리에겐 아직 시간이 있어요.,256
내가 온갖 이유 다 만들어서 올렸는데 그게 반려됐어.,"헉, 나쁜사람!! 그럼 어떡하죠?",256
저보다 훨씬 더 예쁘고 날씬한 여자애랑…,에? 아니에요! 저는 당신이 더 예쁘다고 생각해요. 그럼 어떤 것을 했나요?,256
다행히 수술은 잘 됐는데… 이게 잘 재발한다는 거예요.,지금은 괜찮으시다니 정말 다행이네요.,257
딱히 요즘 힘든 건 없었어요.,앞으로도 계속 잘 지내실 수 있을 거예요!,257
그 후에 딱히 큰 이상은 없었어요. 지금도 그렇구요.,다행이네요. 지금처럼 마음을 편하게 가지시면 될 거예요.,257
딱히 엄청 큰 고민이 있는 건 아닌데… 요즘 잘 지내거든.,아니 뭐 그래도 매일에 하나씩 특별한것은 있기 마련이에요. 생각나는거 없나요?,257
근데 딱히 일상생활에 지장이 있는 건 아니에요.,지장이 없으면 다행이긴 하네요. 그러면 혹시 좀.. 불안하다거나 그런게 있나요?,257
그래도 지금 결혼식 사회도 보고 회사에서도 PT 잘 하고 그냥 잘 지내요.,정말 다행이네요. 더 좋은 일이 많이 생길거에요.,257
배가 고프지 않고 피곤하지도 않아요.,나쁘지 않네요? 좋은 일 있으시면 나눠주셔도 되요. ,257
지금은 크게 힘들지 않아요.,좋아요! 재밌거나 즐거운일도 혹시 있나요?,257
딱히 요즘 힘들거나 우울한 건 없어. 그냥 잘 지내.,다행이에요. 기쁘거나 좋은 일이 혹시 있나요?,257
지금 MDD episode HX는 딱히 의심되는 단계도 아니고…,혹여나 무슨 문제가 있는 거 같다싶으면 꼭 병원에 들르세요!,257
자살 사고나 시도도 한 적 없지. 요즘 괜찮아.,다행이에요. 요즘 유튜브에 재밌는거 많던데 기분 안좋으실때 보면 좋을거같아요,257
그래서 그런 거지 막 평소에 엄청 우울하다거나 그렇진 않아요. 오히려 괜찮아요.,그럼 다행이네요. 무슨 일 생기시면 맘컷 털어놔주세요.,257
딱히 요즘 스트레스 받는 건 없는데… 괜찮게 잘 지내거든.,다행이에요. 잘 지내신다고 하니 마음이 놓이네요,257
비교적 잘 버텼지. 지금은 괜찮아.,버틴다는 건 정말 멋져요.,257
요즘에는 딱히 그렇게까지 위험하진 않고 건강하게 잘 지내요.,다행이에요. 건강하시다니 기쁘네요.,257
그러다 말았고 이제는 또 안 그래서 그냥 잊고 사는데…,좀 덜하시다니 정말 다행이네요.,258
그래서 이 얘기도 했는데 그 덕분인지 진짜 증상이 확 줄었거든.,괜찮으시다니 저도 안심이 됩니다.,258
상담 덕분인지 뭔지 모르겠지만 하여튼 우울감도 줄고 환청도 안 들리게 됐어.,그러시군요. 언제든 힘드시면 다시 고민을 얘기해주세요.,258
"다행인지 불행인지 부작용도 없고, 지금은 아무렇지도 않아요.",다행이네요!,258
죽고싶단 생각은 안하려고 노력하고 있어요.,정말 잘하고 있어요. 조금만 버텨봐요.,258
덕분에 나도 우울한게 많이 없어졌어.,정말 잘하셨어요. 기분이 정말 좋네요.,258
첨에 그게 나타난 게 한 7년 쯤 됐나?,여전히 그 증상이 있으시다니 정말 힘드시겠어요. 이해해요.,259
내일은 좀 낫겠지 내일은 좀 낫겠지 싶었는데 계속 똑같아.,조금 더 마음을 달리 가져 보는 건 어떨까요?,259
여전한데 그냥 안 가고 있어.,그렇군요. 고민이 많으시겠어요. 다른 방법으로 노력을 해보는 건 어떠세요?,259
시간 좀 지나면 나아질 줄 알았는데 나아지는 게 하나도 없어.,안 보이는 것일뿐 조금씩 변하는 것일수도 있어요.,259
계속 이러니까 사람 있나 확인하는 게 버릇 됐다니까.,뭐 어때요. 다 좋네요,259
계속 이러니까 문 오래 열려서 연착도 잘 되는 2호선은 잘 안 타요.,뭐 어때요. 다 좋네요,259
저녁에 친구들도 잘 못 만나겠고…,뭐 어때요. 다 좋네요,259
근데 효과도 없었어요. 똑같아요.,음 좀 더 고민해보지요.,259
평소에도 이런 적이 많아요.,음 어떻게 하면 좋을까나..,259
요즘엔 그래도 훔치진 않는데 욕심은 줄지가 않아요.,괜찮아요. 천천히 해봅시다.,259
그 후로 지금까지 그것보단 경미하게 계속 증상이 있어.,다행이네요. 경미하다니 마음이 놓이네요.,259
그 얘기 듣고 나서 잠깐 정신 차리긴 했는데 여전해요.,괜찮아요. 더 얘기해주세요.,259
한달 정도 지속된 것 같아요.,한달 정도면 괜찮아요.,259
지금도 글자에 민감하게 반응하고 있어요.,..,259
근데 그것도 잠시고 그게 근본적으로 해결이 안 되면 계속 그러더라구요.,바로바로 안돼서 아쉽겠지만 좀만 기다려주세요.,259
근데 전혀 나아지질 않더라.,뭐 어때요. 다 좋네요,259
약을 정량대로 먹으면 변화가 없는걸 어떡해요…,혹시 불안하시면 의사선생님께 한번더 가보세요.,259
특별히 스트레스 받을 일은 없어요. ,이유 없이 그럴 수 있죠. 충분히 이해해요.,260
특별히 무슨 일이 있거나 그런 건 아니에요.,아무 일 없어도 문제가 있을 수 있죠. 괜찮아요. 그럴 수 있어요.,260
학교에서 누가 괴롭히거나… 그런 건 없는데요.,특별한 일이 없었다면 이 문제도 괜찮은 방향으로 지나갈 거예요!,260
특별히 스트레스 받는 일이 없거든요?,네 계속 얘기해주세요.,260
특별히 스트레스 받은 일도 없었는데 갑자기 막 이래.,음 계속 얘기해주세요.,260
근데 웃긴 게 뭔지 알아? ,뭐죠!! ,261
나도 그래.,저도 그렇게 생각해요.,261
무슨 기분인지 아니?,음 스마일?,261
나 좀 도와줄 수 있어요?,물리적으로는 불가능하지만 얘기를 털어놓면서 마음이 풀린다면 그건 충분히 도와드릴수있어요!,261
대체 왜 그러시는 걸까요?,각자의 사정이 있을거라고 생각해요!,261
어떻게 생각해요?,"그러게요,,",261
이게 대체 뭘까요?,그러게요?!,261
너도 그런 적 있어?,저는 잘 모르겠어요.,261
좋은 방법 있으면 추천해주세요.,머리 굴려보겠습니다! 파바박,261
너는 어떻게 생각해?,기다려보세요! 두뇌회전!,261
니 생각은 어때?,기다려보세요! 두뇌회전!,261
하긴 니가 어떻게 알겠어…,ㅠ,261
내 마음 이해하겠어?,천천히 이해해볼게요. 기다려주세요.,261
당신은 괜찮아요?,저는 모르겠네요.,261
무슨 느낌인지 알아?,잘은 모르겠지만 알아가보겠어요.,261
무슨 좋은 방법 없을까요?,자 찾아가봅시다.,261
내가 필요할 때 나한테 당장 달려올 수 있는 사람이 필요해.,저는 언제든 당신의 이야기를 들을 준비가 되어 있답니다.,261
너라도 있어서 그나마 다행이다.,"감사합니다. 언제든 찾아와주세요,",261
스트레스를 어떻게 풀어야 할지 모르겠어요.,저는 소리질러요! 끼아악,261
좋은 거절멘트 있어요?,죄송하지만 제가 사정이 있어서 조금은 어려울거같아요. 다음에 좋은 기회에 다시 찾아뵙겠습니다.,261
방법이 있을까요?,구글링,261
"실수 좀 해도 괜찮다, 틀려도 괜찮다 생각은 하긴 하는데 잘 안 돼.",괜찮아요. 작은 노력이 모여서 큰 결과를 만들 거예요.,262
그래서 혼자 잘 다독이고 의연하게 지내려고 노력했어요.,충분히 잘 하고 계시답니다. 차근히 조금씩 노력해봐요.,262
"그럴 일 없다, 안 그럴 거다 스스로 다스려봤는데 잘 안 됐어요.",제가 옆에서 힘이 되어 드릴 수 있어요. 당신의 모든 일이 잘 될 거예요.,262
저 혼자 할 수 있을 것 같아요. 잘 다스리고 있으니까요.,좋아요. 혹시나 힘든 일이 생기면 언제든지 말씀하세요,262
심리적인 문제일거라 생각하고 마음을 다잡고 있었는데..,"괜찮아요, 저한테 언제든 말씀하세요,",262
처음에는 괜찮다고 생각하면서 나를 다독였는데…,더 어려운 일이 생기셨나요?,262
고치려고 해봤는데 잘 안 되더라구요… 타고나서 그런 것 같아요.,설령 타고났다고 하더라도 충분히 바뀔수있습니다,262
막 심호흡도 해보고 그런 일 안 일어난다 생각해보려고 했는데 소용없더라구.,기분이 안좋으시다면 저한테 다 털어놓으세요,262
"괜찮다, 잘 될 거다, 언젠가는 이해해주실 거다 생각하려고 해도 잘 안 돼요.",좋아요. 천천히 해나가면 돼요.,262
막 심호흡도 해보고 그런 일 안 일어난다 생각해보려고 했는데 소용없더라구.,괜찮아요. 천천히 해나가면 돼요,262
이런 게 너무 싫어서 마음을 편하게 먹으려고도 해봤거든요.,천천히 생각해봐요. ,262
그래도 저 혼자 마음 먹으면서 잘 다독였어요.,잘했어요. 멋져요.,262
"힘을 내보자, 힘내서 못 할 게 뭐가 있나 싶어서 마음 좀 다잡으려고 했는데…","괜찮아요, 저한테 언제든 말씀하세요,",262
마음을 가다듬고 고치려고 했는데 잘 안 돼요...,"괜찮아요, 저한테 언제든 말씀하세요,",262
이것도 그런 일 안 일어날 거다 걱정할 필요 없다 이 생각을 했거든요.,잘했어요. 멋져요.,262
"나 스스로 괜찮다, 떨리지 않는다 이렇게 최면 걸면서.",잘했어요. 멋져요.,262
그래도 이제 1학년인데… 아직 올릴 기회는 많다고 생각하면서 다독이고 있어.,괜찮아요. 천천히 해나가면 돼요,262
차근차근 성적도 올리고 있고 예전처럼 마냥 울거나 그러지도 않아.,잘했어요. 그런 생각은 훌륭해요.,262
그럴때마다 속으로 그런일은 일어나지 않을거라고 되새겼어요.,맞아요. 그럴땐 충분히 휴식이 도움이 돼요.,262
"어떻게든 진정을 해보려고, 심호흡을 하는데도 소용이 없더라고.",노력을 해보았다는 게 중요하답니다. 당신은 충분히 잘하셨어요.,263
"캔들 있잖아, 그것도 사다가 피워 보고… 근데도 아무 소용이 없더라.",혼자 하는 게 어려우시다면 제가 도와드릴 수 있어요.,263
마음을 편하게 먹어 보려고 했는데 그게 잘 안 되더라고…,당신의 옆에는 항상 제가 있답니다. 제가 힘이 되어 드릴게요.,263
